Rank,CommentDate,Date,RestaurantName,Comment,Address,StarRating,NumberOfReviews,Style,Price,predicted_sentiment,LengthReview,positive score,negative score,neutral score,compound score,x1,x2,cleaned
2,2023-09-16,2023-09-17,Running Goose,"Visited this restaurant based off of a recommendation on Instagram, and needless to say had a very mixed experience.First, the service was very good. The staff was very nice and helpful when describing the menu and some of the more popular items.Secondly, the food was delicious. My friends and I each enjoyed our plates as we ordered everything from the calamari to the chilaquiles and steak.  The short rib in the chilaquiles was super tender and flavorful and I could've eaten bowls of it the remainder of the day.The biggest issue we had while dining was simply the flies that were around due to a lot of the live plants from the environment of the restaurant. So that was a bit of a nuisance when dining and trying to fight off the gnats a little bit during the earlier hours of brunch.Unsure if that's a normal experience, but aside from that definitely recommend the cuisine here.","1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,887,0.148,0.011,0.84,0.9597,0.9800341983504326,0.5714285714285712,"['visited', 'restaurant', 'based', 'recommendation', 'instagram', 'needless', 'say', 'mixed', 'service', 'good', 'staff', 'nice', 'helpful', 'describing', 'menu', 'popular', 'food', 'delicious', 'friends', 'enjoyed', 'plates', 'ordered', 'everything', 'calamari', 'chilaquiles', 'steak', 'short', 'rib', 'chilaquiles', 'super', 'tender', 'flavorful', 'could', 'eaten', 'bowls', 'remainder', 'biggest', 'issue', 'dining', 'simply', 'flies', 'around', 'due', 'lot', 'live', 'plants', 'environment', 'restaurant', 'bit', 'nuisance', 'dining', 'trying', 'fight', 'gnats', 'little', 'bit', 'earlier', 'hours', 'normal', 'experience', 'aside', 'definitely', 'recommend', 'cuisine']"
2,2023-09-16,2023-09-17,Running Goose,"Came here before pantages and what a unique find. You can tell the chef trying to be unique and trying to do things just a bit different.  The warmth and hospitality were wonderful. We ordered a variety of dishes Including Arugala tostada (tasted like a delicious avocado toast), corn tostada (ok), potatoes (yummy but could be crispier), pork belly (deliciously charred), beet quesadilla (wow...who would have guessed), baked Brie (oh my!), and the crème brûlée (very good). The only thing that disappointed me was the pavlova.  One of my ultimate favorite desserts.  I loved  the effort to be unique. It was a deconstructed pavlova with ice cream.  It seemed to be more ice cream than anything and The fruit was very tart. So one bite was  super sweet and the next was so tart my mouth and face literally puckered.  The back patio was quaint and a fun find tucked in Hollywood.  The owner was super sweet making sure everything was ok, telling us to walk to pantages bc parking was cheaper.  This felt much more like a European cafe  where you asked for a check and you can sit and talk to friends all night.  Or even going over to his house for a bbq.  We weren't rushed in anyway.  Would recommend trying.","1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,1209,0.232,0.017,0.752,0.995,0.9977871655602495,0.5714285714285712,"['came', 'pantages', 'unique', 'find', 'tell', 'chef', 'trying', 'unique', 'trying', 'things', 'bit', 'different', 'warmth', 'hospitality', 'wonderful', 'ordered', 'variety', 'dishes', 'including', 'arugala', 'tostada', 'tasted', 'like', 'delicious', 'avocado', 'toast', 'corn', 'tostada', 'ok', 'potatoes', 'yummy', 'could', 'crispier', 'pork', 'belly', 'deliciously', 'charred', 'beet', 'quesadilla', 'wow', 'would', 'guessed', 'baked', 'brie', 'oh', 'crème', 'brûlée', 'good', 'thing', 'disappointed', 'pavlova', 'one', 'ultimate', 'favorite', 'desserts', 'loved', 'effort', 'unique', 'deconstructed', 'pavlova', 'ice', 'cream', 'seemed', 'ice', 'cream', 'anything', 'fruit', 'tart', 'one', 'bite', 'super', 'sweet', 'next', 'tart', 'mouth', 'face', 'literally', 'puckered', 'back', 'patio', 'quaint', 'fun', 'find', 'tucked', 'hollywood', 'owner', 'super', 'sweet', 'making', 'sure', 'everything', 'ok', 'telling', 'us', 'walk', 'pantages', 'bc', 'parking', 'cheaper', 'felt', 'much', 'like', 'european', 'cafe', 'asked', 'check', 'sit', 'talk', 'friends', 'night', 'even', 'going', 'house', 'bbq', 'rushed', 'anyway', 'would', 'recommend', 'trying']"
2,2023-09-15,2023-09-17,Running Goose,We came with friends on a Sunday and just expected more. The dishes had subpar food flavor and was overpriced.,"1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,110,0.147,0.0,0.853,0.4767,0.7371253268959969,0.5714285714285712,"['came', 'friends', 'sunday', 'expected', 'dishes', 'subpar', 'food', 'flavor', 'overpriced']"
2,2023-09-12,2023-09-17,Running Goose,Excellent food and service!  I've had 2 meals here.  All plates are meant to be shared.   This is the perfect place to go before a show at the Pantages.  It is within walking distance.,"1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,184,0.258,0.0,0.742,0.8777,0.9387950110641723,0.5714285714285712,"['excellent', 'food', 'service', 'meals', 'plates', 'meant', 'shared', 'perfect', 'place', 'go', 'show', 'pantages', 'within', 'walking', 'distance']"
2,2023-09-10,2023-09-17,Running Goose,"I can't say anything about the food because unfortunately, I didn't make it that far. We came in on a hot summer day and asked the owner/waiter if there was a fan or somewhere with a/c. His reaction was rude, apathetic, and snobby. If he would've answered empathetically we probably would have stayed, but the attitude definitely made us loose our appetite. I felt like he was doing a favor letting us sit at his restaurant. Everyone in the restaurant looked like they were sitting in a sauna. For a nice expensive meal, I don't want to drip all over the table and be talked down to, thank you.","1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,594,0.184,0.095,0.721,0.9296,0.9648963991148662,0.5714285714285712,"['ca', 'say', 'anything', 'food', 'unfortunately', 'make', 'far', 'came', 'hot', 'summer', 'day', 'asked', 'fan', 'somewhere', 'reaction', 'rude', 'apathetic', 'snobby', 'would', 'answered', 'empathetically', 'probably', 'would', 'stayed', 'attitude', 'definitely', 'made', 'us', 'loose', 'appetite', 'felt', 'like', 'favor', 'letting', 'us', 'sit', 'restaurant', 'everyone', 'restaurant', 'looked', 'like', 'sitting', 'sauna', 'nice', 'expensive', 'meal', 'want', 'drip', 'table', 'talked', 'thank']"
2,2023-09-05,2023-09-17,Running Goose,"Phenomenal. Came for brunch and all the food was amazing. The benedict comes with ham not sliced ham, chunks of ham. I thought it was actually pork belly. So, so good. The brioche toast was like a dessert. The house-made lemonade is perfect: fresh lemon flavor and not too sweet. Service was great, and the outdoor seating area is great. If it were a hotter day, I could see it getting uncomfortably hot on the patio, and they could use some fans out there. Highly recommend for brunch!","1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,486,0.259,0.048,0.693,0.9735,0.9869744518205592,0.5714285714285712,"['phenomenal', 'came', 'brunch', 'food', 'amazing', 'benedict', 'comes', 'ham', 'sliced', 'ham', 'chunks', 'ham', 'thought', 'actually', 'pork', 'belly', 'good', 'brioche', 'toast', 'like', 'dessert', 'lemonade', 'perfect', 'fresh', 'lemon', 'flavor', 'sweet', 'service', 'great', 'outdoor', 'seating', 'area', 'great', 'hotter', 'day', 'could', 'see', 'getting', 'uncomfortably', 'hot', 'patio', 'could', 'use', 'fans', 'highly', 'recommend', 'brunch']"
2,2023-09-03,2023-09-17,Running Goose,"Amazing food, my friends and I could not believe how great everything tasted. The service was exceptional and the restaurant itself is a cute hidden gem.","1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,153,0.298,0.099,0.603,0.7654,0.8823174411587206,0.5714285714285712,"['amazing', 'food', 'friends', 'could', 'believe', 'great', 'everything', 'tasted', 'service', 'exceptional', 'restaurant', 'cute', 'hidden', 'gem']"
2,2023-09-03,2023-09-17,Running Goose,"From walking in to walking out was phenomenal. Exquisite dining experience, excellent service. The appetizer to dessert was fabulous. The ambience was serene. Can't wait to go back!","1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,181,0.294,0.0,0.706,0.8858,0.9428686381009858,0.5714285714285712,"['walking', 'walking', 'phenomenal', 'exquisite', 'dining', 'experience', 'excellent', 'service', 'appetizer', 'dessert', 'fabulous', 'ambience', 'serene', 'ca', 'wait', 'go', 'back']"
2,2023-09-03,2023-09-17,Running Goose,Great little place in Hollywood.  The pictures of the Duck confit on yelp sold me and I had to try it.  So tasty and the purée was good as well.  Short rib was tasty.  Gambas was a first try for me.  Just the right amount of spice with the shrimp.  And last the Horchata crème brûlée ended the meal perfectly.   Would for sure go back and suggest this place to anyone going to the area.  Great family feel and the service was spot on.  Two thumbs up.,"1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,450,0.2,0.0,0.8,0.9623,0.9813417823375579,0.5714285714285712,"['great', 'little', 'place', 'hollywood', 'pictures', 'duck', 'confit', 'yelp', 'sold', 'try', 'tasty', 'purée', 'good', 'well', 'short', 'rib', 'tasty', 'gambas', 'first', 'try', 'right', 'amount', 'spice', 'shrimp', 'last', 'horchata', 'crème', 'brûlée', 'ended', 'meal', 'perfectly', 'would', 'sure', 'go', 'back', 'suggest', 'place', 'anyone', 'going', 'area', 'great', 'family', 'feel', 'service', 'spot', 'two', 'thumbs']"
2,2023-09-02,2023-09-17,Running Goose,"WOW!!!! THE FOOD IS UNIQUE AND DELICIOUS!!!! I went with my niece, we were both hungry, and ordered 2 corn tortillas, lamb chops, the farmers vegetable which was fried carrots and short ribs. Every single dish was Extraordinary in taste and texture. The best meal I can remember in a very long time, so different in taste. We were full and didn't have room for dessert, which also looked scrumptious!!!My only critique would be better curb appeal. When we walked in I thought maybe I'd made a mistake as the ambiance was lacking but the friendly staff and incredible food made that all a minor foot note. It wouldn't be costly to create an other worldly ambiance. Just some faux leaf trellis panels attached to the wooden 1/2 walls that are throughout and maybe some big ceramic pots and some kind of creative hanging animal art descending from the ceiling. Like hanging globe or wild birds from the ceiling. There's such a diverse culinary experience that creating an atmosphere that draws us in would make it all the more Stellar. But Stellar Running Goose is!!!!","1620 N Cahuenga Blvd Los Angeles, CA 90028",4.3,1701,"Gastropubs, Latin American",$$,positive,1065,0.122,0.009,0.869,0.9677,0.9840575336954336,0.5714285714285712,"['wow', 'food', 'unique', 'delicious', 'went', 'niece', 'hungry', 'ordered', 'corn', 'tortillas', 'lamb', 'chops', 'farmers', 'vegetable', 'fried', 'carrots', 'short', 'ribs', 'every', 'single', 'dish', 'extraordinary', 'taste', 'texture', 'best', 'meal', 'remember', 'long', 'time', 'different', 'taste', 'full', 'room', 'dessert', 'also', 'looked', 'scrumptious', 'critique', 'would', 'better', 'curb', 'appeal', 'walked', 'thought', 'maybe', 'made', 'mistake', 'ambiance', 'lacking', 'friendly', 'staff', 'incredible', 'food', 'made', 'minor', 'foot', 'note', 'would', 'costly', 'create', 'worldly', 'ambiance', 'faux', 'leaf', 'trellis', 'panels', 'attached', 'wooden', 'walls', 'throughout', 'maybe', 'big', 'ceramic', 'pots', 'kind', 'creative', 'hanging', 'animal', 'art', 'descending', 'ceiling', 'like', 'hanging', 'globe', 'wild', 'birds', 'ceiling', 'diverse', 'culinary', 'experience', 'creating', 'atmosphere', 'draws', 'us', 'would', 'make', 'stellar', 'stellar', 'running', 'goose']"
3,2023-09-14,2023-09-17,Hangari Kalguksu,"Highly recommend! This is THE place for a filling bowl of knife cut noodles in Koreatown. Handmade noodles in broth with such depth in flavor, each slurp warms your soul and each bowl feels like a snug hug. Perfect after a long day at work! Also loved the barley rice appetizer, 3 types of kimchi, and tteokbokki (spicy rice cakes). Very friendly service and cute interior decor.","3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,379,0.31,0.026,0.664,0.9722,0.9863206598269966,0.6428571428571429,"['highly', 'recommend', 'place', 'filling', 'bowl', 'knife', 'cut', 'noodles', 'koreatown', 'handmade', 'noodles', 'broth', 'depth', 'flavor', 'slurp', 'warms', 'soul', 'bowl', 'feels', 'like', 'snug', 'hug', 'perfect', 'long', 'day', 'work', 'also', 'loved', 'barley', 'rice', 'appetizer', 'types', 'kimchi', 'tteokbokki', 'spicy', 'rice', 'cakes', 'friendly', 'service', 'cute', 'interior', 'decor']"
3,2023-09-14,2023-09-17,Hangari Kalguksu,"Always hits... such delicious comfort food and always a vibe inside. Highly recommend the chicken kalguksu. Portions are large so you can comfortably split with someone. Sometimes there's a wait, but you get seated relatively quickly and food is always served efficiently. I've only ever gone at night, and parking is valet and $4.","3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,331,0.198,0.0,0.802,0.8617,0.9307483403741702,0.6428571428571429,"['always', 'hits', 'delicious', 'comfort', 'food', 'always', 'vibe', 'inside', 'highly', 'recommend', 'chicken', 'kalguksu', 'portions', 'large', 'comfortably', 'split', 'someone', 'sometimes', 'wait', 'get', 'seated', 'relatively', 'quickly', 'food', 'always', 'served', 'efficiently', 'ever', 'gone', 'night', 'parking', 'valet']"
3,2023-09-13,2023-09-17,Hangari Kalguksu,"Fast line, nice servers, great lighting, YUMMY food! This place has the best bossam I've ever eaten. The food is just so delectable even though the price is a little bit much. But I believe the food and the service fits the price so that's why I'm giving it all the stars. The sauces and side dishes included gave the dishes a lot of flavor and we asked for extra bowls and stuff and the staff were very accommodating. Definitely coming back here again if I get the chance!","3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,473,0.228,0.0,0.772,0.9673,0.9838563669281836,0.6428571428571429,"['fast', 'line', 'nice', 'servers', 'great', 'lighting', 'yummy', 'food', 'place', 'best', 'bossam', 'ever', 'eaten', 'food', 'delectable', 'even', 'though', 'price', 'little', 'bit', 'much', 'believe', 'food', 'service', 'fits', 'price', 'giving', 'stars', 'sauces', 'side', 'dishes', 'included', 'gave', 'dishes', 'lot', 'flavor', 'asked', 'extra', 'bowls', 'stuff', 'staff', 'accommodating', 'definitely', 'coming', 'back', 'get', 'chance']"
3,2023-09-10,2023-09-17,Hangari Kalguksu,"We came early on a Sunday evening, and was able to beat the dinner rush with no wait. I really loved the open seating. The decor was pretty modern yet felt homey. I ordered the chicken kalguksu and was very surprised to see how big the portion was. I'd say it was very worth it at its price. The broth was light and easy to eat, while still being well seasoned. Definitely a super comforting meal. The sides were also really good as well. Service was swift but the attentiveness/care was a bit lacking. For starters, the menus were thrown onto the table as we were being seated. An alarming eyebrow raiser for sure.  It also took awhile for someone to take notice of us. Not a huge issue though. Otherwise, would give a 5/5. I'd come here again to try the bossam.","3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,763,0.169,0.038,0.793,0.9293,0.9647455240394287,0.6428571428571429,"['came', 'early', 'sunday', 'evening', 'able', 'beat', 'dinner', 'rush', 'wait', 'really', 'loved', 'open', 'seating', 'decor', 'pretty', 'modern', 'yet', 'felt', 'homey', 'ordered', 'chicken', 'kalguksu', 'surprised', 'see', 'big', 'portion', 'say', 'worth', 'price', 'broth', 'light', 'easy', 'eat', 'still', 'well', 'seasoned', 'definitely', 'super', 'comforting', 'meal', 'sides', 'also', 'really', 'good', 'well', 'service', 'swift', 'bit', 'lacking', 'starters', 'menus', 'thrown', 'onto', 'table', 'seated', 'alarming', 'eyebrow', 'raiser', 'sure', 'also', 'took', 'awhile', 'someone', 'take', 'notice', 'us', 'huge', 'issue', 'though', 'otherwise', 'would', 'give', 'come', 'try', 'bossam']"
3,2023-09-10,2023-09-17,Hangari Kalguksu,Service is amazing and price is really reasonable. Meat is really good and there are various options to choose. Really recommended place in k-town!,"3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,147,0.309,0.0,0.691,0.8548,0.9272782136391068,0.6428571428571429,"['service', 'amazing', 'price', 'really', 'reasonable', 'meat', 'really', 'good', 'various', 'options', 'choose', 'really', 'recommended', 'place']"
3,2023-09-10,2023-09-17,Hangari Kalguksu,OMG!! Tasted like my grandma's homemade kalguksoo!! My grandmother really loved kalguksoo and I wish I brought her to this place. She would have loved it! The chicken kalguksoo broth was so rich and they give you a whole chicken! Their bossam was the best ever!! I dream of this place!!,"3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,286,0.39,0.0,0.61,0.9789,0.9896902031784349,0.6428571428571429,"['omg', 'tasted', 'like', 'grandma', 'homemade', 'kalguksoo', 'grandmother', 'really', 'loved', 'kalguksoo', 'wish', 'brought', 'place', 'would', 'loved', 'chicken', 'kalguksoo', 'broth', 'rich', 'give', 'whole', 'chicken', 'bossam', 'best', 'ever', 'dream', 'place']"
3,2023-09-10,2023-09-17,Hangari Kalguksu,"I went with a friend and getting two things was way too much, we definitely should have split one thing. But, we didn't regret it because it was really nice to try multiple things. The sujebi and the noodles were both perfectly cooked and chewy, and both soups had deep flavor and were so good. Generous with the amount of clams and seafood too, which was nice! The ambiance definitely is more of a modern vibe than traditional Korean spots, and service is good but there can be pretty decent lines at peak lunch hours, maybe 30 minutes or more (it really depends). Overall, this place is so good and I love recommending it to others, but it has a good reputation anyway.","3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,671,0.368,0.0,0.632,0.9966,0.9985918326292497,0.6428571428571429,"['went', 'friend', 'getting', 'two', 'things', 'way', 'much', 'definitely', 'split', 'one', 'thing', 'regret', 'really', 'nice', 'try', 'multiple', 'things', 'sujebi', 'noodles', 'perfectly', 'cooked', 'chewy', 'soups', 'deep', 'flavor', 'good', 'generous', 'amount', 'clams', 'seafood', 'nice', 'ambiance', 'definitely', 'modern', 'vibe', 'traditional', 'korean', 'spots', 'service', 'good', 'pretty', 'decent', 'lines', 'peak', 'lunch', 'hours', 'maybe', 'minutes', 'really', 'depends', 'overall', 'place', 'good', 'love', 'recommending', 'others', 'good', 'reputation', 'anyway']"
3,2023-09-06,2023-09-17,Hangari Kalguksu,The noodles in their kalguksu are the best I'm the area. The place is nice and very clean.,"3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,90,0.4,0.0,0.6,0.8748,0.9373365520016093,0.6428571428571429,"['noodles', 'kalguksu', 'best', 'area', 'place', 'nice', 'clean']"
3,2023-09-05,2023-09-17,Hangari Kalguksu,"One of the best spots in K-town -- I used to frequent this place once a week until the prices went through the roof circa COVID-19.If you haven't tried the hand cut noodles in their Kalguksu, you're missing out - opt for the clam based stew instead of the chicken.5/5 easily.","3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,275,0.117,0.123,0.761,0.171,0.5833836250251458,0.6428571428571429,"['one', 'best', 'spots', 'used', 'frequent', 'place', 'week', 'prices', 'went', 'roof', 'circa', 'tried', 'hand', 'cut', 'noodles', 'kalguksu', 'missing', 'opt', 'clam', 'based', 'stew', 'instead', 'easily']"
3,2023-09-05,2023-09-17,Hangari Kalguksu,"Best korean food I have had. Service was very helpful and kind. While the restaurant was not huge, it was comfortable and neat.","3470 W 6th St Ste 9&10 Los Angeles, CA 90020",4.4,2557,"Korean, Noodles",$$,positive,127,0.49,0.056,0.454,0.9459,0.9730939448803058,0.6428571428571429,"['best', 'korean', 'food', 'service', 'helpful', 'kind', 'restaurant', 'huge', 'comfortable', 'neat']"
4,2023-09-16,2023-09-17,L'Antica Pizzeria Da Michele,I would definitely recommend this place. It has a great atmosphere. The owner is a very very nice person and I can't say enough about their food. Whoever has not tried. This place. Hass to give it a try at least once. Guarantee you won't be dissatisfied.,"1534 N Mccadden Pl Los Angeles, CA 90028",4.3,1957,"Pizza, Italian, Breakfast & Brunch",$$$,positive,254,0.319,0.0,0.681,0.9418,0.9710319855159928,0.5714285714285712,"['would', 'definitely', 'recommend', 'place', 'great', 'atmosphere', 'owner', 'nice', 'person', 'ca', 'say', 'enough', 'food', 'whoever', 'tried', 'place', 'hass', 'give', 'try', 'least', 'guarantee', 'wo', 'dissatisfied']"
